,CollegeName,TotalRegistrations,State
16,MLRD - MALLA REDDY COLLEGE OF ENGG TECHNOLOGY (AUTONOMOUS),344,Telangana
17,IARE - INSTITUTE OF AERONAUTICAL ENGINEERING,323,Telangana
18,GNTW - G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,319,Telangana
19,STLW - STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),313,Telangana
20,RITW - RISHI MS INST OF ENGG AND TECH FOR WOMEN,284,Telangana
21,GCTC - GEETHANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),265,Telangana
22,ACEG - A C E ENGINEERING COLLEGE (AUTONOMOUS),265,Telangana
23,BVRI - B V RAJU INSTITUTE OF TECHNOLOGY,259,Telangana
24,MECS - MATRUSRI ENGINEERING COLLEGE,246,Telangana
25,VASV - VASAVI COLLEGE OF ENGINEERING,241,Telangana
26,MRU - MALLA REDDY UNIVERSITY,239,Telangana
27,KMIT - KESHAV MEMORIAL INST OF TECHNOLOGY,233,Telangana
28,IFHE HYDERABAD,231,Telangana
29,VGNT - VIGNAN INSTITUTE OF TECHNOLOGY AND SCI,230,Telangana
30,CMRG - CMR TECHNICAL CAMPUS (AUTONOMOUS),220,Telangana
31,GCTC - GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),214,Telangana
32,SPEC - ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),205,Telangana
33,MGIT - MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,205,Telangana
34,KPRT - KOMMURI PRATAP REDDY INST OF TECHNOLOGY,195,Telangana
35,MRCE - MALLA REDDY COLLEGE OF ENGINEERING,187,Telangana
36,VGWL - VAGDEVI ENGINEERING COLLEGE,186,Telangana
37,NNRG - NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS,179,Telangana
38,NRCM - NARSIMHAREDDY ENGINEERING COLLEGE (AUTONOMOUS),176,Telangana
39,SPHN - SPHOORTHY ENGINEERING COLLEGE,169,Telangana
40,PALV - PALLAVI ENGINEERING COLLEGE,169,Telangana
41,MLRS - MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),168,Telangana
42,OUCE - O U COLLEGE OF ENGG HYDERABAD,159,Telangana
43,SRYS - SREYAS INST OF ENGG AND TECHNOLOGY,154,Telangana
44,SBIT - SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,147,Telangana
45,SMSK - SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,144,Telangana
46,JBIT - J B INSTITUTE OF ENGG AND TECHNOLOGY,142,Telangana
47,NREC - NALLAMALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),141,Telangana
49,SRHP - SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),135,Telangana
52,MRTN - ST MARTINS ENGINEERING COLLEGE (AUTONOMOUS),118,Telangana
53,SDEW - SRIDEVI WOMENS ENGINEERING COLLEGE,115,Telangana
55,KITS - KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,107,Telangana
57,METH - METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),106,Telangana
58,VIGNANA BHARATHI INSTITUTE OF TECHNOLOGY,104,Telangana
59,TKEM - TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),103,Telangana
60,KGRH - KG REDDY COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),103,Telangana
61,MREC - MALLAREDDY ENGINEERING COLLEGE (AUTONOMOUS),102,Telangana
62,HITM - HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),101,Telangana
63,JAYA - JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,98,Telangana
65,CVRH - CVR COLLEGE OF ENGINEERING,96,Telangana
66,CMRN - CMR ENGG COLLEGE (AUTONOMOUS),84,Telangana
69,WOXSEN UNIVERSITY,81,Telangana
70,BIET - BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,77,Telangana
71,JNTR - JNTU COLLEGE OF ENGINEERING RAJANNA SIRCILLA,75,Telangana
72,NAWB - NAWAB SHAH ALAM KHAN COLL OF ENGG AND TECH,75,Telangana
73,VAGE - VAAGDEVI COLLEGE OF ENGINEERING,73,Telangana
75,MALLA REDDY UNIVERSITY,71,Telangana
76,JPNE - JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,69,Telangana
77,INDU - SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,67,Telangana
79,VGSE - VAAGESHWARI COLL OF ENGINEERING,66,Telangana
81,GNIT - GURUNANAK INST OF TECHNOLOGY,62,Telangana
82,GLWC - GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,62,Telangana
87,MTEC - MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,57,Telangana
89,GURU - GURUNANAK INSTTECH CAMPUS,54,Telangana
90,ICFAI UNIVERSITY,53,Telangana
92,MREW - MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,51,Telangana
93,AARM - AAR MAHAVEER ENGINEERING COLLEGE,51,Telangana
94,MRIT - MALLAREDDY INST OF TECHNOLOGY AND SCI,50,Telangana
95,ANRK - ANURAG ENGINEERING COLLGE,50,Telangana
96,KMEC - KESHAV MEMORIAL ENGINEERING COLLEGE,48,Telangana
97,JOGI - JOGINPALLY B R ENGINEERING COLLEGE,48,Telangana
98,TPCE - TALLA PADMAVATHI COLL OF ENGINEERING,48,Telangana
99,KITW - KAKATIYA INST OF TECHNOLOGY SCI FOR WOMEN,46,Telangana
100,AURP - AURORAS TECHNOLOGICAL AND RESEARCH INSTITUTE,44,Telangana
101,SVSE - SVS GRP OF INSTNS - SVS INST OF TECH,43,Telangana
102,BREW - BHOJREDDY ENGINEERING COLLEGE FOR WOMEN,43,Telangana
103,JNKR - JNTU COLLEGE OF ENGINEERING JAGITIAL,43,Telangana
104,VJYA - VIJAYA ENGINEERING COLLEGE,41,Telangana
105,NGIT - NEIL GOGTE INST OF TECHNOLOGY,41,Telangana
107,SISG - SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,40,Telangana
109,RGUKT BASAR,38,Telangana
112,JNTM - JNTU COLLEGE OF ENGG MANTHANI,36,Telangana
114,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES BASAR,36,Telangana
115,SMCD - ST MARYS ENGINEERING COLLEGE,35,Telangana
116,INDI - SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,35,Telangana
118,SVIT - SWAMI VIVEKANANDA INST OF TECHNOLOGY,34,Telangana
122,BOSE - ANU BOSE INSTT OF TECHNOLOGY,33,Telangana
125,MREM - MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,31,Telangana
126,TKRC - T K R COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),31,Telangana
127,AVIH - AVANTHI INST OF ENGG AND TECHNOLOGY,30,Telangana
130,DRKI - D R K INSTITUTE OF SCI AND TECHNOLOGY,28,Telangana
131,MRET - MALLAREDDY INST OF ENGG AND TECHNOLOGY,27,Telangana
132,TCTK - TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,27,Telangana
134,JMTS - JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,26,Telangana
136,JNTU COLLEGE OF ENGINNERING JAGITAL,25,Telangana
137,ICFAI FOUNDATION FOR HIGHER EDUCATION,25,Telangana
141,VMTW - VIGNANS INST OF MANAGEMENT AND TECH FOR WOMEN,24,Telangana
144,NARASIMHA REDDY ENGINEERING COLLEGE,23,Telangana
146,AVNI - AVN INST OF ENGG TECHNOLOGY,22,Telangana
148,HOLY - HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),21,Telangana
150,AURORA DEEMED TO BE UNIVERSITY,20,Telangana
154,THE APOLLO UNIVERSITY,20,Telangana
162,WITS - WARANGAL INST OF TECHNOLOGY SCIENCE,19,Telangana
165,BITN - BALAJI INSTITUTE OF TECHNOLOGY AND SCI,18,Telangana
168,NISHITHA DEGREE COLLEGE,17,Telangana
172,RISHI UBR WOMEN'S COLLEGE,17,Telangana
177,WESL - CSI WESLEY INST OF TECHNOLOGY AND SCIENCES,16,Telangana
179,SDGI - SREE DATTHA GRP OF INSTNS,16,Telangana
183,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES, BASAR",16,Telangana
184,ST MARY'S ENGINEERING COLLEGE,16,Telangana
186,Rishi ubr women's college,15,Telangana
187,VBEC - VIGNANA BHARATHI ENGINEERING COLLEGE,15,Telangana
191,SDES - SREE DATTHA INSTITUTE OF ENGINEERING AND SCIENCE,14,Telangana
192,SNTI - SCIENT INSTITUTE OF TECHNOLOGY,14,Telangana
194,SAIS - SAI SPURTI INSTITUTE OF TECHNOLOGY,14,Telangana
195,MJCT - M J COLLEGE OF ENGINEERING AND TECHNOLOGY,14,Telangana
196,IITT - INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,13,Telangana
198,MALLA REDDY ENGINEERING COLLEGE FOR WOMEN,13,Telangana
199,SR UNIVERSITY,13,Telangana
201,CJIT - CHRISTU JYOTHI INSTITUTE OF TECHNOLOGY AND SCI,12,Telangana
203,SMED - ST MARYS GROUP OF INSTITUTIONS,12,Telangana
208,MLTM - MALLA REDDY INSTITUTE OF TECHNOLOGY,12,Telangana
214,KTKM - KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,12,Telangana
224,LOYOLA ACADEMY,11,Telangana
226,SREENIDHI INSTITUTE OF SCIENCE AND TECHNOLOGY,11,Telangana
229,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES,BASAR",11,Telangana
235,ASRA - AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,10,Telangana
236,ACME DEGREE COLLEGE,10,Telangana
239,Rishi UBR women's college,10,Telangana
241,OUCT - O U COLLEGE OF TECH HYDERABAD,9,Telangana
243,AURG - AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,9,Telangana
257,KAKATIYA UNIVERSITY,8,Telangana
260,GOVERNMENT INSTITUTE OF ELECTRONICS,8,Telangana
265,ELEN - ELLENKI COLLGE OF ENGG AND TECHNOLOGY,8,Telangana
266,ICFAI,8,Telangana
273,KNRR - KASIREDDY NARAYANAREDDY COLL ENGG RES,8,Telangana
274,MAHINDRA UNIVERSITY,8,Telangana
275,BRIG - BRILLIANT GRAMMER SCHOOL EDNL SOC GRP OF INSTNS,8,Telangana
276,MU - MAHINDRA UNIVERSITY,7,Telangana
277,VIJAY RURAL ENGINEERING COLLEGE,7,Telangana
279,VARDHAMAN COLLEGE OF ENGINEERING,7,Telangana
289,CHTS - SREE CHAITANYA INST OF TECHNOLOGY SCIENCES,7,Telangana
290,ICFAI TECH,7,Telangana
292,SRIW - SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,7,Telangana
293,ICFAI UNIVERSITY HYDERABAD,7,Telangana
297,IFHE,7,Telangana
298,JNTHMT - JNTUH-5 YEAR INTEGRATED MTECH SELF FINANCE,7,Telangana
300,VNR VJIET,6,Telangana
301,BVRIT HYDERABAD COLLEGE OF ENGINEERING FOR WOMEN,6,Telangana
302,KUWL - KU COLLEGE OF ENGINEERING AND TECHNOLOGY - SELF FINANCE,6,Telangana
303,PETW - PRINCETON INST OF ENGG TECH FOR WOMEN,6,Telangana
305,UNIVERSITY OF HYDERABAD,6,Telangana
316,PRIW - PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,6,Telangana
317,LRDS - LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),6,Telangana
321,VIDHYA JYOTHI INSTITUTE OF TECHNOLOGY,6,Telangana
326,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES-BASAR,5,Telangana
330,NIZAM COLLEGE,5,Telangana
335,AIMS DEGREE COLLEGE,5,Telangana
338,KMCE- KESHAV MEMORIAL COLLEGE OF ENGINEERING,5,Telangana
339,MHVR - MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,5,Telangana
343,ICFAI FOUNDATION FOR HIGHER EDUCATION (IFHE),5,Telangana
346,BRIL - BRILLIANT INSTT OF ENGG AND TECHNOLOGY,5,Telangana
347,AURORA DEGREE & PG COLLEGE,5,Telangana
348,VAAGDEVI ENGINEERING COLLEGE,5,Telangana
349,VIGNAN INSTITUTE OF TECHNOLOGY AND SCIENCE,5,Telangana
353,Rishi Ubr Women'S College,5,Telangana
355,RISHI UBR WOMENS COLLEGE,5,Telangana
358,MOTK - MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,5,Telangana
359,MGHA - MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,5,Telangana
363,SAMSKRUTI COLLEGE OF ENGINEERING AND TECHNOLOGY,5,Telangana
371,MATRUSRI ENGINEERING COLLEGE,5,Telangana
373,IIIT HYDERABAD,4,Telangana
382,NIT WARANGAL,4,Telangana
383,VIDYA JYOTHI INSTITUTE OF TECHNOLOGY,4,Telangana
384,GNU - GURUNANAK UNIVERSITY,4,Telangana
386,DCET - DECCAN COLLEGE OF ENGINEERING AND TECHNOLOGY,4,Telangana
390,ST PETER'S ENGINEERING COLLEGE,4,Telangana
395,THE ICFAI FOUNDATION FOR HIGHER EDUCATION,4,Telangana
414,MALLA REDDY COLLEGE OF ENGINEERING,4,Telangana
415,"MAHATMA GANDHI UNIVERSITY, NALGONDA",4,Telangana
416,CHTN - SREE CHAITANYA COLLEGE OF ENGINEERING,4,Telangana
421,KPRIT,4,Telangana
423,VISHWA VISHWANI INSTITUTE OF SYSTEMS AND MANAGEMENT,4,Telangana
425,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES , BASAR",4,Telangana
427,VIGNANA BHARATHI INSTITUTION OF TECHNOLOGY,4,Telangana
428,VIGNANA BHARATI INSTITUTE OF TECHNOLOGY,4,Telangana
433,OSMANIA UNIVERSITY,4,Telangana
440,AVINASH COLLEGE OF COMMERCE,4,Telangana
444,SR INTERNATIONAL INSTITUTE OF TECHNOLOGY,4,Telangana
448,NREC - NALLA MALLA REDDY ENGINEERING COLLEGE (AUTONOMOUS),4,Telangana
453,BSKR - BHASKAR ENGINEERING COLLEGE,3,Telangana
458,OSMANIA,3,Telangana
460,VNRVJIET,3,Telangana
462,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES -BASAR,3,Telangana
463,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES BASAR,3,Telangana
466,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE,3,Telangana
474,RGUKT-BASAR,3,Telangana
483,Rishi UBR womens college,3,Telangana
484,Rishi Ubr Womens College,3,Telangana
485,DNR COLLEGE OF ENGINEERING AND TECHNOLOGY,3,Telangana
487,RISHI MS INST OF ENGG AND TECH FOR WOMEN,3,Telangana
488,SVHU - SATAVAHANA UNIVERSITY,3,Telangana
489,ST.MARY'S ENGINEERING COLLEGE,3,Telangana
492,VIGNANA BHARTHI INSTITUTE OF TECHNOLOGY,3,Telangana
493,UNIVERSITY COLLEGE OF SCIENCE (SAIFABAD),3,Telangana
495,Rishi ubr women's degree college,3,Telangana
496,Rishi ubr womens college,3,Telangana
499,ST.MARTINS ENGINEERING COLLEGE,3,Telangana
500,KLRT - KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,3,Telangana
507,TRR COLLEGE OF TECHNOLOGY,3,Telangana
516,MALLA REDDY COLLEGE OF ENGINEERING AND TECHNOLOGY,3,Telangana
517,MALLAREDDY UNIVERSITY,3,Telangana
519,"ICFAI UNIVERSITY, HYDERABAD",3,Telangana
521,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY,3,Telangana
522,ALPHORES WOMEN'S DEGREE AND PG COLLEGE,3,Telangana
526,ASHOKA WOMEN'S ENGINEERING COLLEGE,3,Telangana
527,VALLURUPALLI NAGESWARA RAO VIGNANA JYOTHI INSTITUTE OF ENGINEERING &TECHNOLOGY,3,Telangana
528,VARDHMAN COLLEGE OF ENGINEERING,3,Telangana
542,GOVERNMENT DEGREE COLLEGE KHAIRATABAD,3,Telangana
543,NARSIMHA REDDY ENGINEERING COLLEGE,3,Telangana
547,VIGANA BHARATHI INSTITUTE OF TECHNOLOGY,3,Telangana
551,SNIST,3,Telangana
552,SNIST - SREENIDHI INSTITUTE OF SCI AND TECHNOLOGY,3,Telangana
553,LITTLE FLOWER DEGREE COLLEGE,3,Telangana
556,INSTITUTE OF AERONAUTICAL ENGINEERING,3,Telangana
566,Wesley degree college for women,3,Telangana
568,ISLC - ISL ENGINEERING COLLEGE,3,Telangana
570,VITS - SRI VISHWESWARAYA INST OF TECHNOLOGY AND SCI,3,Telangana
590,OUCESF - O U COLLEGE OF ENGG HYDERABAD - SELF FINANCE,2,Telangana
591,OSMANIA COLLEGE,2,Telangana
597,GITAM UNIVERSITY HYDERABAD,2,Telangana
602,GIOE,2,Telangana
609,OUCTSF - O U COLLEGE OF TECH HYDERABAD - SELF FINANCE,2,Telangana
614,G. NARAYANAMMA INSTITUTE OF TECHNOLOGY AND SCIENCE,2,Telangana
619,GODAVARI INSTITUTION OF ENGINEERING TECHNOLOGY,2,Telangana
621,PRIYADARSHI COLLEGE OF DEGREE AND PG,2,Telangana
628,NARASIMHAREDDY ENGINEERING COLLEGE,2,Telangana
632,VIGNAN INSTITUE OF TECHNOLOGY AND SCIENCE,2,Telangana
641,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES-BASAR,2,Telangana
642,"RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGIES,BASAR",2,Telangana
648,ALPHORES WOMEN'S DEGREE COLLEGE KARIMNAGAR,2,Telangana
656,RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES - BASAR,2,Telangana
661,MNRT - MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,2,Telangana
668,Rishi UBR Women's College,2,Telangana
670,DARE - DARIPALLY ANANTHA RAMULU COLLOF ENGGAND TECH,2,Telangana
671,Rishi women’s degree college,2,Telangana
672,Rishi ubr women’s college,2,Telangana
675,RISHI M.S INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,2,Telangana
678,DNR COLLAGE OF ENGINEERING AND TECHNOLOGY,2,Telangana
680,RGUKT IIIT BASAR,2,Telangana
684,Rishi ubr women's degree College,2,Telangana
687,SAI RAJESWARI INSTITUTE OF TECHNOLOGY,2,Telangana
689,SANA ENGINEERING COLLEGE,2,Telangana
691,SATAVAHANA UNIVERSITY,2,Telangana
692,ICFAI BUSINESS SCHOOL,2,Telangana
695,HYDERABAD INSTITUTE OF TECHNOLOGY AND MANAGEMENT,2,Telangana
699,Rishi UBR women's degree college,2,Telangana
700,SCET - SHADHAN COLL OF ENGINEERING AND TECHNOLOGY,2,Telangana
704,SBIT,2,Telangana
706,CMR COLLEGE OF ENGINEERING AND TECHNOLOGY,2,Telangana
707,ICFAI UNIVERSITY DONTHANPALLY HYDERABAD,2,Telangana
708,ICFAI TECH UNIVERSITY,2,Telangana
711,MALLAREDDY ENGINEERING COLLEGE FOR WOMEN,2,Telangana
712,MALLAREDDY ENGINEERING COLLEGE AND MANAGEMENT SCIENCES,2,Telangana
713,ICFAI TECH HYDERABAD,2,Telangana
714,ICFAI FOUNDATION OF HIGHER EDUCATION,2,Telangana
715,ICFAI FOUNDATION FOR HIGHER EDUCATION HYDERABAD,2,Telangana
721,IFHE UNIVERSITY HYDERABAD,2,Telangana
723,MAHATMA GANDHI UNIVERSITY NALGONDA,2,Telangana
724,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,2,Telangana
730,CHET - SRI CHAITANYA TECHNICAL CAMPUS,2,Telangana
731,SEG - SREENIDHI UNIVERSITY,2,Telangana
734,SPHOORTHY ENGINEERING COLLEGE,2,Telangana
736,"C.R.RAO ADVANCED INSTITUTE OF MATHEMATICS, STATISTICS AND COMPUTER SCIENCE",2,Telangana
737,SRI CHAITANYA JR COLLEGE,2,Telangana
738,SREYAS INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Telangana
743,LOYOLA ACADEMY DEGREE AND PG COLLEGE,2,Telangana
745,M.V.S.R ENGINEERING COLLEGE,2,Telangana
754,IITH,2,Telangana
769,ST ANN'S COLLEGE FOR WOMEN,2,Telangana
770,ST MARY'S ENGENEERING COLLEGE,2,Telangana
771,ST MARTIN'S ENGINEERING COLLEGE,2,Telangana
772,ST. MARTIN'S ENGINEERING COLLEGE,2,Telangana
777,KMTS - KHAMMAM INST OF TECHNOLOGY AND SCIENCE,2,Telangana
780,BHARAT INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Telangana
787,STANLEY COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,2,Telangana
788,ST.PETERS ENGINEERING COLLEGE,2,Telangana
798,BALAJI INSTITUTE OF TECHNOLOGY AND SCIENCE,2,Telangana
799,SVS GROUP OF INSTITUTIONS,2,Telangana
802,St Mary's Centenary Degree College,2,Telangana
812,UNIVERSITY COLLEGE OF ENGINEERING AND TECHNOLOGY MAHATMA GANDHI UNIVERSITY NALGONDA,2,Telangana
814,"UNIVERSITY COLLEGE OF SCIENCES, SAIFABAD (OU)",2,Telangana
816,AURORA DEGREE AND PG COLLEGE,2,Telangana
827,AVANTHI PG COLLEGE,2,Telangana
828,WARANGAL INSTITUTE OF TECHNOLOGY AND SCIENCE,2,Telangana
830,VVKN - VIVEKANANDA INSTT OF TECH AND SCI BOMMAKAL,2,Telangana
832,Vignana bharathi institution of technology,2,Telangana
838,VBIT,2,Telangana
840,JAYAMUKHI INSTITUTE OF TECHNOLOGICAL SCIENCES,2,Telangana
842,ARJN - ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,2,Telangana
847,Nishitha degree college,2,Telangana
848,Nehru institute of engineering and technology,2,Telangana
853,"KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE,WARANGAL",2,Telangana
857,VRKW - DR VRK WOMENS COLL OF ENGG AND TECHNOLOGY,2,Telangana
858,VREC - VIJAYA RURAL ENGINEERING COLLEGE,2,Telangana
859,VNR VIGNANA JYOTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY,2,Telangana
862,st Mary's centenary degree college,1,Telangana
869,ADAMS ENGINEERING COLLEGE,1,Telangana
883,VignanaBharathi Institute Of Technology,1,Telangana
895,JBIET,1,Telangana
897,WESLEY DEGREE COLLEGE,1,Telangana
898,WESLEY PG COLLEGE,1,Telangana
924,JNTUH COLLEGE OF ENGINEERING JAGITYAL,1,Telangana
925,JNTUH COLLEGE OF ENGINEERING JAGTIAL,1,Telangana
926,JNTUH UNIVERSITY COLLEGE OF ENGINEERING JAGTIAL,1,Telangana
928,J.B.INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
936,JNTUHCER,1,Telangana
941,JOGINPALLY BR ENGINEERING COLLAGE,1,Telangana
967,ISPACE SOFTWARE SOLUTIONS PVT LTD,1,Telangana
968,ISTS ENGINEERING COLLEGE,1,Telangana
969,ISTS WOMEN'S ENGINEERING COLLEGE,1,Telangana
973,IVY (ENTAIN PLC),1,Telangana
976,INNOVAPATH IT SOLUTIONS,1,Telangana
977,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE WARANGAL,1,Telangana
995,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE FOR WOMEN,1,Telangana
996,INSTITUTE OF AERONATICAL ENGINEERING,1,Telangana
997,INSTITUTE OF AERONAUTICEL ENGINEERING,1,Telangana
1002,INSTITUTE OF PUBLIC ENTERPRISE,1,Telangana
1003,INTELIVERSE TECH SOLUTIONS LLP,1,Telangana
1004,INTELLIOZ,1,Telangana
1012,INDIRA PRIYADARSHINI GOVERNMENT DEGREE COLLEGE,1,Telangana
1016,INKPROG TECHNOLOGIES,1,Telangana
1036,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1049,KITSW - KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1054,KDDW - KODADA INST OF TECHNOLOGY AND SCIENCE FOR WOMEN,1,Telangana
1060,INDIAN INSTITUTE OF MANAGEMENT AND COMMERCE,1,Telangana
1065,INDIAN INSTITUTE OF TECHNOLOGY HYDERABAD,1,Telangana
1068,"INDIAN INSTITUTE OF TECHNOLOGY, HYDERABAD",1,Telangana
1089,KL UNIVERSITY AZIZNAGAR HYDERABAD,1,Telangana
1099,KL UNIVERSITY HYDERABAD,1,Telangana
1101,KL University Hyderabad,1,Telangana
1104,KLH,1,Telangana
1105,KLH UNIVERSITY,1,Telangana
1107,KITSW- KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE WARANGAL,1,Telangana
1109,KU COLLGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1112,KOMMURI PRATAP REDDY INSTITUTE,1,Telangana
1114,KONERU LAKSHMAIAH EDUCATION FOUNDATION BACHUPALLY,1,Telangana
1115,KONERU LAKSHMAIAH UNIVERSITY HYDERABAD,1,Telangana
1118,KONNER LAKSHMAIAH UNIVERSITY,1,Telangana
1121,KL UNIVERSITY BOWRAMPET,1,Telangana
1133,KPRT - KOMMURI PRATAP REDDY INSTITUTE OF TECHNOLOGY,1,Telangana
1140,LFJC,1,Telangana
1142,LIKHITHA JUJJUWARAPU,1,Telangana
1145,LITTLE FLOWERS DEGREE COLLEGE,1,Telangana
1147,Kaktiya Institute of science and technology for women,1,Telangana
1148,Kamal Pratap Reddy institution of technology,1,Telangana
1149,Kprit,1,Telangana
1150,Kprit coe,1,Telangana
1168,LEARNING DESTINY,1,Telangana
1174,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1179,LOYOLA ACADEMY HYDERABAD,1,Telangana
1196,M.V.S.R,1,Telangana
1205,IFHE ICFAI FOUNDATION FOR HIGHER EDUCATION,1,Telangana
1206,IFHE UNIVERSITY,1,Telangana
1214,MAHARAJ GANAPATHI RAJ COLLEGE OF ENGINEERING,1,Telangana
1221,MALLA REDDY INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1222,MALLA REDDY UNIVERSITY HYDERABAD,1,Telangana
1233,MAHATMA GANDHI UIVERSITY-NALGONDA,1,Telangana
1235,IFHE - ICFAI UNIVERSITY,1,Telangana
1236,ICFAI TECH UNIVERSITY HYDERABAD,1,Telangana
1237,ICFAI UNIVERSITY OF HYDERABAD,1,Telangana
1238,"ICFAI UNIVERSITY, DONTHANPALLY, HYDERABAD",1,Telangana
1239,"ICFAI UNIVERSITY,HYDERABAD",1,Telangana
1240,"ICFAI, HYDERABAD",1,Telangana
1241,ICFAI-HYDERABAD,1,Telangana
1242,ICFAI-HYDERBABAD,1,Telangana
1244,ICREATE DEGREE COLLEGE KUKATPALLY,1,Telangana
1245,IDEAL INSTITUTE OF TECHNOLOGY,1,Telangana
1250,MALILENI LAKSHMAIAH WOMEN'S ENGINEERING COLLEGE,1,Telangana
1253,ICFAI FOUNDATION FOR HIGHER EDUCATION (IFHE) HYDERABAD,1,Telangana
1254,ICFAI FOUNDATION FOR HIGHER EDUCATION(IFHE),1,Telangana
1255,ICFAI FOUNDATIONAL OF HIGHER EDUCATIONAL,1,Telangana
1257,ICFAI TECH FOR HIGHER EDUCATION,1,Telangana
1259,MALLAREDDY COLLEGE OF ENGINEERING FOR WOMEN,1,Telangana
1260,MALLAREDY COLLEGE,1,Telangana
1267,MAHATMA GANDHI UNIVERSITY NALGONDA TELANGANA,1,Telangana
1273,MASTERJI DEGREE AND PG COLLEGE,1,Telangana
